District Name,District Code,K,1,2,3,4,5,6,7,8,9,10,11,ALL
Manchester Essex Regional,06980000,   7.1,   5.0,   4.2,   3.4,   2.4,   9.5,   4.2,   2.7,  18.8,   5.5,   2.5,   4.0,   6.0
Mansfield,01670000,   4.5,   5.6,   4.5,   5.9,   3.2,   4.9,   4.3,   5.0,  18.5,   2.9,   2.6,   1.4,   5.2
Map Academy Charter School (District),35170000,,,,,,,,,,   7.1,   0.0,   4.7,   4.1
Marblehead,01680000,   4.3,   5.1,   6.1,  15.1,   3.6,   6.2,   6.7,   5.0,  14.0,   5.3,   3.1,   2.5,   6.5
Marblehead Community Charter Public (District),04640000,,,,,   6.0,  31.4,  13.0,   6.3,,,,,  15.0
Marion,01690000,   2.3,   8.9,   1.7,   7.1,   0.0,   0.0,,,,,,,   3.4
Marlborough,01700000,   5.3,   9.9,   8.2,   7.4,   7.2,  18.6,   9.0,   6.8,  45.1,   5.7,   4.7,   4.6,  11.8
Marshfield,01710000,   3.6,   0.8,   2.2,   2.4,   3.0,   4.1,   5.4,   3.8,   5.4,   4.2,   4.6,   1.2,   3.5
Martha's Vineyard,07000000,,,,,,,,,,   3.0,   7.0,   4.1,   4.8
Martha's Vineyard Charter (District),04660000,  10.0,  10.0,  12.5,   6.3,   9.1,  20.0,  22.2,   7.1,  76.5,  16.7,  33.3,  11.8,  20.5
Martin Luther King Jr. Charter School of Excellence (District),04920000,   7.6,  10.3,   8.3,   8.8,   6.6,,,,,,,,   8.3
Masconomet,07050000,,,,,,,,   3.8,  20.6,   4.9,   2.9,   1.1,   6.4
Mashpee,01720000,   3.2,   5.4,   5.7,   2.8,   7.9,   3.4,   9.9,   4.5,  22.6,   3.2,   5.8,   3.9,   7.0
Match Charter Public School (District),04690000,  10.8,   9.7,   7.1,   8.2,  11.6,  11.6,   8.6,   6.3,  16.9,   8.1,   4.8,   2.8,   9.0
Mattapoisett,01730000,   2.0,  12.0,   3.2,   1.8,   3.4,   6.7,,,,,,,   4.8
Maynard,01740000,   6.3,   6.2,   3.6,   4.8,   6.3,  10.1,   4.2,   4.3,  23.2,   6.0,   4.3,   3.4,   7.1
Medfield,01750000,   3.6,   5.3,   2.1,   2.6,   1.1,   5.2,   7.0,   5.9,   8.7,   2.7,   2.5,   1.6,   4.0
Medford,01760000,   8.8,   9.0,   6.2,   9.2,   6.4,   5.4,   7.4,   6.7,  16.3,   5.8,   7.0,   4.7,   7.7
Medway,01770000,   4.2,   0.7,   0.0,   3.4,   4.1,   0.6,   6.8,   0.0,  11.5,   1.4,   3.8,   2.3,   3.3
Melrose,01780000,   7.1,   5.5,   4.6,   3.5,   3.8,   7.2,   4.8,   3.3,  19.0,   2.7,   2.3,   2.5,   5.6
Mendon-Upton,07100000,   4.3,   2.6,   2.6,   1.9,   4.3,   1.9,   4.8,   3.1,  28.2,   2.0,   2.7,   1.2,   5.6
Methuen,01810000,   7.6,   8.0,   6.3,   6.8,   6.5,   5.1,   6.8,   4.4,  32.4,   6.4,   6.6,   3.4,   8.7
Middleborough,01820000,   6.8,   7.1,   5.2,   4.8,   3.7,   7.5,   4.9,   3.9,  20.5,   2.4,   3.4,   1.9,   6.3
Middleton,01840000,   5.3,   1.1,   2.0,   0.0,   1.2,   3.7,,,,,,,   2.3
Milford,01850000,   7.5,   5.8,   8.8,   6.4,   5.7,   5.7,   7.8,   5.6,  18.1,   4.9,   5.8,   3.8,   7.3
Millbury,01860000,   5.3,   7.4,   8.4,   4.8,   3.2,   3.4,   5.3,   4.1,  20.4,   5.3,   5.6,   4.2,   6.8
Millis,01870000,   5.1,   3.6,   7.5,   4.9,   0.0,   7.2,   2.9,   3.9,  13.8,   3.3,   1.4,   0.0,   4.6
Milton,01890000,   3.0,   3.3,   3.0,   1.6,   4.3,   9.6,   9.9,   9.5,  19.9,   5.8,   1.9,   0.7,   6.0
Minuteman Regional Vocational Technical,08300000,,,,,,,,,,   3.4,   9.7,   5.5,   6.2
Mohawk Trail,07170000,   2.3,   0.0,   6.7,   4.7,   5.0,   7.9,  28.4,   1.9,  42.6,   5.7,  11.5,  10.0,  11.7
Monomoy Regional School District,07120000,   1.9,   8.0,   5.4,   6.5,   4.9,   8.0,   3.8,   4.3,  21.7,   4.5,   1.6,   3.0,   6.7
Monson,01910000,   6.5,   1.4,   6.3,   3.3,   7.4,   9.7,  11.1,   2.9,  43.9,   6.7,  11.1,   4.5,   9.2
Montachusett Regional Vocational Technical,08320000,,,,,,,,,,   4.6,   4.6,   3.4,   4.2
Mount Greylock,07150000,  15.5,   3.2,   4.7,   4.2,   4.5,   5.6,   5.7,   4.0,  20.0,   7.6,   5.7,   0.0,   6.7
Mystic Valley Regional Charter (District),04700000,   7.2,   6.3,   6.1,   7.4,   5.8,  10.6,   9.2,   9.5,  25.2,  11.2,  10.8,   0.0,   9.3
Nahant,01960000,   0.0,   4.8,   7.7,  37.5,   0.0,   5.3,,,,,,,   7.8
Nantucket,01970000,   8.0,  14.9,   9.6,   4.4,   6.9,   6.9,   4.8,   4.7,   7.7,   4.6,   2.2,   1.5,   6.1
Narragansett,07200000,   9.3,   7.3,   5.7,   4.7,   3.6,   2.9,   6.3,  12.4,  32.2,  13.8,  23.0,   5.6,  10.5
Nashoba,07250000,   5.0,   6.5,   4.2,   6.2,   3.8,   3.4,   6.0,   6.1,  23.8,   3.6,   5.0,   2.8,   6.6
Nashoba Valley Regional Vocational Technical,08520000,,,,,,,,,,   5.7,   4.0,   3.4,   4.4
Natick,01980000,  10.0,   5.9,   4.6,   5.1,   4.3,   6.1,   3.5,   2.9,  10.7,   2.6,   2.1,   1.9,   5.0
Nauset,06600000,,,,,,,   8.4,   5.3,  20.4,   3.6,   6.6,   1.9,   7.7
Needham,01990000,   6.3,   4.7,   5.5,   6.4,   5.5,   6.0,   8.1,   5.2,   9.4,   3.1,   2.1,   2.0,   5.4
Neighborhood House Charter (District),04440000,   5.6,  12.8,   9.8,   9.1,  18.6,  16.1,  27.9,  16.7,  23.5,  14.8,  10.6,  12.7,  15.8
New Bedford,02010000,   5.1,   7.0,   4.9,   5.3,  14.0,  18.8,   5.5,   4.5,  34.4,   9.0,   7.5,   7.4,  10.6
New Heights Charter School of Brockton (District),35130000,,,,,,,   5.1,   6.6,  16.5,   9.5,   7.6,   2.0,   8.0
New Salem-Wendell,07280000,  20.0,  11.8,  19.0,   5.6,  11.8,   5.9,,,,,,,  12.4
Newburyport,02040000,   5.5,   4.3,   2.2,   2.4,   1.4,   8.2,   4.5,   3.0,  12.4,   4.4,   2.9,   2.3,   4.5
Newton,02070000,   8.3,   8.4,   6.7,   8.6,   7.5,  10.3,   7.1,   5.1,  11.2,   4.9,   4.2,   1.5,   6.9
Norfolk,02080000,   3.1,   3.3,   4.5,   2.5,   2.9,   2.1,,,,,,,   3.1
Norfolk County Agricultural,09150000,,,,,,,,,,   3.3,   3.4,   2.0,   2.9
North Adams,02090000,   9.2,   9.4,   9.1,   9.4,   5.2,  17.6,   7.8,  10.1,  33.6,   9.9,  10.0,   5.9,  12.1
North Andover,02110000,   5.9,   5.1,   4.9,   4.5,   7.1,   8.4,   3.8,   4.8,  13.6,   5.4,   3.6,   1.4,   5.7
North Attleborough,02120000,   3.9,   4.9,   7.2,   6.5,   5.0,   6.6,   5.3,   2.8,  24.9,   3.5,   1.5,   2.2,   6.8
North Brookfield,02150000,  11.9,  16.7,   9.4,  17.9,   4.7,   5.9,  43.2,  26.1,  59.0,  37.5,  26.1,   8.8,  22.7
North Middlesex,07350000,   5.2,   4.7,   3.7,   4.9,   5.1,   3.2,   7.5,   2.8,  34.3,   3.7,   5.1,   3.4,   7.6
North Reading,02170000,   4.7,   1.0,   2.8,   1.7,   1.8,   5.2,   3.4,   0.0,   9.3,   3.1,   3.3,   1.8,   3.2
Northampton,02100000,   6.6,   6.7,   7.1,   5.9,   6.3,  12.5,   7.7,   2.5,  21.5,   4.7,   3.0,   1.9,   7.1
Northampton-Smith Vocational Agricultural,04060000,,,,,,,,,,   2.1,   5.6,   4.3,   4.0
Northboro-Southboro,07300000,,,,,,,,,,   2.2,   2.8,   2.2,   2.4
Northborough,02130000,   8.7,   7.1,   3.1,   4.3,   4.0,   6.7,   4.6,   3.7,,,,,   5.3
Northbridge,02140000,   4.0,   4.8,   2.6,   4.7,   9.5,   2.0,   5.2,   5.4,  30.8,   7.2,   4.5,   4.9,   7.2
Northeast Metropolitan Regional Vocational Technical,08530000,,,,,,,,,,   6.2,   3.2,   2.2,   3.9
Northern Berkshire Regional Vocational Technical,08510000,,,,,,,,,,   4.0,   3.0,   5.3,   4.0
Norton,02180000,   4.0,   2.4,   5.4,   5.1,   3.4,   2.4,   6.3,   1.4,  23.3,   3.0,   4.5,   2.5,   5.5
Norwell,02190000,   3.7,   4.3,   3.1,   5.7,   5.5,   2.3,   4.9,   3.7,  16.8,   1.9,   3.2,   3.0,   4.9
Norwood,02200000,  11.2,  11.7,   6.1,   4.6,   6.0,   8.0,   9.3,   2.8,  17.3,   5.0,   3.5,   1.6,   7.4
Oak Bluffs,02210000,  10.0,   2.9,   8.7,   6.5,   6.0,   3.6,  11.5,  16.3,,,,,   8.4
Old Colony Regional Vocational Technical,08550000,,,,,,,,,,   2.0,   2.0,   0.0,   1.4
Old Rochester,07400000,,,,,,,,   2.9,  38.1,   7.1,   1.8,   3.6,  11.5
Old Sturbridge Academy Charter Public School (District),35150000,   2.5,  12.5,   7.5,   2.5,  25.0,   2.5,  20.0,,,,,,  10.4
Orange,02230000,  14.3,   6.0,   8.6,   7.8,   5.5,   3.0,,,,,,,   7.3
Orleans,02240000,  15.8,  19.2,   6.9,  13.3,   0.0,,,,,,,,  10.1
Oxford,02260000,  11.6,   5.8,   7.1,   8.1,   8.5,   2.3,   7.4,   3.4,  33.8,  13.3,   8.2,   6.6,  10.2
Palmer,02270000,  10.5,  17.7,  11.3,   9.3,   8.3,   3.8,   8.0,   5.3,  41.2,   8.3,   4.5,   1.7,  11.9
Pathfinder Regional Vocational Technical,08600000,,,,,,,,,,   3.1,   3.9,   4.9,   4.0
Paulo Freire Social Justice Charter School (District),35010000,,,,,,,,,,  14.1,   3.2,   8.9,   8.7
Peabody,02290000,   5.9,   6.5,   5.3,   6.5,   5.4,   7.2,   5.8,   3.6,  27.7,   6.2,   4.5,   3.8,   7.5
Pelham,02300000,  22.2,   7.7,   7.7,   7.7,   5.6,   8.3,,,,,,,  10.3
Pembroke,02310000,   3.6,   0.6,   3.2,   4.2,   2.2,   2.9,   3.7,   3.5,  17.4,   5.2,   6.4,   2.0,   4.8
Pentucket,07450000,   7.9,   3.0,   2.5,   2.5,   2.6,   4.8,   2.8,   3.5,  28.4,   4.2,   3.8,   1.2,   6.0
Petersham,02340000,   6.7,   5.6,   4.2,  10.0,  10.5,  12.5,,,,,,,   7.8
Phoenix Academy Charter Public High School Chelsea (District),04930000,,,,,,,,,,  26.9,,  22.2,  25.6
Phoenix Academy Public Charter High School Lawrence (District),35180000,,,,,,,,,,  19.5,  15.8,  22.5,  19.9
Phoenix Academy Public Charter High School Springfield (District),35080000,,,,,,,,,,  34.2,,  29.5,  32.8
Pioneer Charter School of Science (District),04940000,   6.5,   8.5,  12.7,   4.8,   4.5,  17.2,   7.5,   3.1,   5.3,  13.8,  14.5,   1.9,   8.3
Pioneer Charter School of Science II (District),35060000,,,,,,,,   7.7,  14.3,   8.2,  14.3,   3.2,   9.4
Pioneer Valley,07500000,   2.0,   0.0,  14.0,   0.0,   9.6,   2.1,   8.9,   7.0,  38.1,  10.3,   2.2,   0.0,   9.2
Pioneer Valley Chinese Immersion Charter (District),04970000,   2.3,   2.3,   2.3,   4.5,   0.0,   6.8,   6.5,   3.7,  25.0,   9.7,   8.7,   0.0,   6.2
Pioneer Valley Performing Arts Charter Public (District),04790000,,,,,,,,   5.7,  21.1,  12.5,   3.1,   1.7,   9.2
Pittsfield,02360000,   4.7,   4.8,   4.3,   3.5,   4.4,  21.2,   2.7,   5.2,   5.0,   5.3,   4.0,   4.0,   5.7
Plainville,02380000,  16.1,   3.4,   2.4,  10.1,   5.9,   3.3,,,,,,,   6.4
Plymouth,02390000,   5.5,   5.0,   3.5,   3.9,  11.0,   4.9,   4.7,   3.7,   5.6,   4.9,   4.2,   2.3,   4.9
Plympton,02400000,   6.1,   4.4,   3.4,  10.7,   3.7,  10.3,,,,,,,   6.5
Prospect Hill Academy Charter (District),04870000,   3.3,   8.2,  11.5,   5.6,   6.3,  12.8,   8.2,   9.1,  18.3,  13.7,   9.0,   3.1,   9.4
Provincetown,02420000,   0.0,   8.3,  11.1,  15.4,   9.1,  37.5,   5.3,   0.0,,,,,  11.0
Quabbin,07530000,   6.6,   7.9,   7.4,   6.5,   3.7,   3.5,   4.3,   5.6,  14.7,   7.7,   4.1,   3.2,   6.3
Quaboag Regional,07780000,   7.7,   4.1,  10.8,   4.3,   6.8,   8.6,  16.8,   4.7,  23.8,   6.0,   5.1,   3.9,   8.8
Quincy,02430000,  10.1,  10.5,   8.2,   7.0,   6.4,   5.7,   5.5,   5.4,   7.1,   4.4,   3.4,   2.5,   6.4
Ralph C Mahar,07550000,,,,,,,,   9.5,  38.3,  13.4,   9.4,   6.0,  16.7
Randolph,02440000,  13.8,   8.1,  10.2,  10.8,  15.7,  16.5,   7.9,   8.2,  40.6,   7.5,  12.9,  11.5,  13.9
Reading,02460000,   4.9,   1.9,   5.0,   2.8,   3.8,   6.7,   5.0,   2.1,  14.9,   5.0,   3.9,   0.7,   4.7
Revere,02480000,   9.0,   9.8,   8.1,   6.7,   8.3,   8.6,   8.0,   8.8,  19.7,   8.7,   7.6,   4.4,   9.2
Richmond,02490000,   0.0,   6.7,   0.0,   0.0,   0.0,   5.9,  21.4,  12.5,,,,,   5.8
Rising Tide Charter Public (District),04830000,,,,,,   9.4,  11.1,   8.9,  46.2,  23.4,   6.9,   1.3,  15.8
River Valley Charter (District),04820000,   6.7,   2.9,   3.1,   3.0,   6.3,   9.4,  15.6,   3.1,,,,,   6.2
Rochester,02500000,   3.6,   1.8,   0.0,   1.3,   3.1,   1.2,,,,,,,   1.8
Rockland,02510000,   9.7,   6.3,   3.5,   4.5,   7.7,   6.0,   8.9,   5.3,  32.5,   9.0,   8.0,   2.9,   9.0
Rockport,02520000,   4.8,   6.3,   4.0,   5.5,  10.9,   4.7,   1.5,   1.5,  33.8,   7.0,   0.0,   1.8,   7.0
Rowe,02530000,,   0.0,   0.0,   0.0,   7.1,,,,,,,,   1.9
Roxbury Preparatory Charter (District),04840000,,,,,,  12.4,  16.0,  12.0,  29.2,  21.6,  18.0,   6.6,  17.4
Salem,02580000,  13.0,   6.3,  10.0,   6.3,   8.1,  31.8,  11.9,   8.5,  29.6,   7.7,   7.5,   4.9,  12.4
Salem Academy Charter (District),04850000,,,,,,,   2.8,   6.9,  23.6,   2.8,   8.0,   2.9,   7.9
Sandwich,02610000,   7.4,   9.2,   4.9,   6.1,   9.4,   9.7,   5.1,   4.2,  37.1,   8.3,   6.2,   1.9,   9.7
Saugus,02620000,   4.9,   7.0,   6.7,   6.6,   8.3,   8.0,   5.3,   5.3,   8.8,   8.9,   4.9,   6.9,   6.9
Savoy,02630000,,,,   0.0,   0.0,,,,,,,,   0.0
Scituate,02640000,   4.9,   2.9,   1.8,   4.2,   3.0,   1.5,   7.6,   6.0,  11.9,   5.1,   4.7,   2.3,   4.6
Seekonk,02650000,   2.1,   3.2,   4.5,   3.2,   1.2,   3.3,   4.1,   4.0,  22.6,   1.5,   6.8,   0.0,   5.0
Sharon,02660000,   5.1,   8.0,   3.4,   4.0,   4.4,   2.2,   4.8,   2.5,  10.4,   4.4,   2.8,   1.3,   4.4
Shawsheen Valley Regional Vocational Technical,08710000,,,,,,,,,,   2.6,   2.3,   1.5,   2.1
Sherborn,02690000,   1.8,   2.9,   7.9,   0.0,   1.3,,,,,,,,   2.9
Shrewsbury,02710000,   7.1,   8.2,   7.5,   6.9,   6.4,   4.9,   8.3,   4.8,  12.0,   5.4,   5.2,   2.3,   6.6
Shutesbury,02720000,  45.5,   5.3,   8.3,  30.0,  16.7,   7.7,,,,,,,  16.9
Silver Lake,07600000,,,,,,,,   3.4,   4.7,   5.8,   5.8,   2.7,   4.5
Sizer School: A North Central Charter Essential (District),04740000,,,,,,,,   9.9,  43.8,  16.9,  14.5,   4.3,  19.3
Somerset,02730000,   5.4,   3.4,   0.6,   5.4,   4.1,   4.4,   3.3,   2.7,,,,,   3.6
Somerset Berkley Regional School District,07630000,,,,,,,,,,   4.6,   3.0,   4.5,   4.1
Somerville,02740000,  14.4,  10.2,  10.2,  13.9,   8.2,   7.6,   7.4,   5.5,   5.2,   7.0,   6.0,   3.4,   8.4
South Hadley,02780000,   4.8,   7.3,   8.2,   7.8,   6.1,   6.9,   9.4,   6.4,   8.9,   8.6,   3.7,   0.7,   6.6
South Middlesex Regional Vocational Technical,08290000,,,,,,,,,,   3.6,   3.4,   2.9,   3.3
South Shore Charter Public (District),04880000,   6.5,   6.4,   4.9,   7.5,  11.4,   7.6,  16.9,  11.9,  22.0,  10.6,   6.7,   8.5,  10.2
South Shore Regional Vocational Technical,08730000,,,,,,,,,,   4.9,   3.8,   1.3,   3.3
Southampton,02750000,   6.2,   5.2,   4.7,  13.2,   2.6,   1.8,,,,,,,   5.4
Southborough,02760000,   6.5,   5.5,   1.7,   2.2,   5.0,   4.8,   3.8,   4.8,,,,,   4.3
Southbridge,02770000,  18.2,   7.8,  11.9,  13.9,   6.6,  11.0,  16.4,   9.0,  31.0,  11.5,   9.3,  10.8,  13.2
Southeastern Regional Vocational Technical,08720000,,,,,,,,,,   2.9,   1.0,   1.1,   1.7
Southern Berkshire,07650000,   9.6,   8.5,   4.4,   2.9,  17.3,   2.2,   4.7,  11.8,  18.2,  12.1,   5.6,   4.2,   8.7
Southern Worcester County Regional Vocational School District,08760000,,,,,,,,,,   4.1,   4.8,   2.4,   3.8
Southwick-Tolland-Granville Regional School District,07660000,   4.9,   8.1,   9.2,   6.9,   3.0,   9.3,   8.0,   5.7,  20.3,   6.8,   4.0,   5.0,   7.8
Spencer-E Brookfield,07670000,  11.8,   5.4,   9.4,   8.5,   9.4,   2.2,  19.0,   2.4,  24.2,   5.2,   6.7,   3.2,   9.3
Springfield,02810000,   7.9,   7.2,   7.6,   6.1,  10.0,  15.2,   7.2,   6.7,   6.3,   8.2,   6.0,   4.8,   7.8
Springfield International Charter (District),04410000,   3.9,   4.4,   9.4,   4.4,  10.9,   9.8,   9.4,   8.3,  21.4,   9.1,   8.9,   5.1,   8.9
Springfield Preparatory Charter School (District),35100000,   3.7,   7.4,  13.5,   5.6,   9.4,   1.9,   9.4,,,,,,   7.2
Stoneham,02840000,   6.7,   5.8,   6.3,   5.9,   4.4,   7.4,   3.2,   4.5,  20.5,   4.1,   4.8,   2.1,   6.4
Stoughton,02850000,   7.2,   6.2,   6.0,   7.2,   6.2,   4.9,   6.7,   6.0,  15.3,   3.5,   6.9,   4.9,   6.9
Sturbridge,02870000,   5.4,   2.7,   4.2,   7.0,   5.7,   6.0,,,,,,,   5.2
Sturgis Charter Public (District),04890000,,,,,,,,,,   4.7,   2.6,   0.9,   2.8
Sudbury,02880000,   2.0,   1.4,   3.9,   2.3,   3.3,   6.8,   3.9,   4.1,,,,,   3.5
Sunderland,02890000,  23.5,  12.0,  21.4,   8.0,   6.9,  19.4,,,,,,,  15.0
Sutton,02900000,   2.5,   7.1,   3.8,   1.1,   5.3,   4.7,   1.9,   8.9,  33.9,   4.4,   3.3,   3.2,   7.3
Swampscott,02910000,   8.8,   9.0,   6.2,  14.0,   9.9,   2.7,   7.9,   3.6,  23.9,   6.9,   3.9,   0.5,   8.2
Swansea,02920000,   2.2,   2.8,   3.6,   4.3,   0.6,   3.5,   1.2,   1.2,  32.8,   5.4,   6.8,   3.2,   6.1
TEC Connections Academy Commonwealth Virtual School District,39020000,  16.7,  23.9,  20.5,  28.4,  30.0,  29.1,  39.8,  31.9,  45.0,  31.1,  28.5,  23.5,  31.0
Tantasqua,07700000,,,,,,,,   3.1,   5.6,   3.9,   4.7,   0.7,   3.6
Taunton,02930000,   6.6,   7.2,   5.2,   7.2,   7.1,   7.1,   5.4,   5.8,  26.8,   7.6,   8.6,   4.3,   8.5
Tewksbury,02950000,   8.6,   5.8,   6.6,   3.8,   6.3,   3.0,   4.9,   3.4,  35.3,   1.0,   2.6,   2.6,   7.3
Tisbury,02960000,   5.9,  10.3,   4.2,   5.7,   0.0,  16.7,  15.8,   5.3,,,,,   7.6
Topsfield,02980000,   4.9,   2.6,   1.3,   0.0,   3.5,   8.6,,,,,,,   3.5
Tri-County Regional Vocational Technical,08780000,,,,,,,,,,   5.9,   2.7,   0.4,   3.1
Triton,07730000,   6.9,   3.8,   6.5,   7.6,   5.0,   5.3,   8.5,   4.6,  17.7,   6.2,   3.2,   3.5,   6.7
Truro,03000000,   7.7,  14.3,  20.0,  12.5,   6.7,  89.5,,,,,,,  28.3
Tyngsborough,03010000,   5.1,   4.5,   3.3,   1.7,   6.8,   5.3,   0.8,   2.7,  32.3,  10.4,   3.6,   1.6,   6.6
UP Academy Charter School of Boston (District),04800000,,,,,,,  24.3,  10.6,,,,,  16.8
UP Academy Charter School of Dorchester (District),35050000,  19.7,  16.2,   7.6,  10.5,  10.4,  17.8,  21.7,   7.5,,,,,  13.9
Up-Island Regional,07740000,  11.9,   4.9,   9.4,   0.0,   0.0,  10.6,   2.3,   5.6,,,,,   5.8
Upper Cape Cod Regional Vocational Technical,08790000,,,,,,,,,,   4.5,   2.5,   1.7,   3.0
Uxbridge,03040000,   7.3,   9.0,   3.7,   7.9,   3.8,   3.3,   4.3,   5.9,  29.6,   2.4,   3.4,   4.8,   7.5
Veritas Preparatory Charter School (District),04980000,,,,,,   7.5,  10.9,   8.7,,,,,   9.1
Wachusett,07750000,   4.4,   2.5,   3.1,   2.3,   3.2,   2.8,   5.8,   5.1,  23.3,   2.9,   3.4,   3.5,   5.5
Wakefield,03050000,   3.7,   4.4,   4.1,   2.7,   5.2,   5.4,   5.9,   4.2,  26.2,   3.6,   3.8,   1.7,   6.1
Wales,03060000,  25.0,  20.0,  16.7,  15.4,  14.3,  12.5,,,,,,,  17.2
Walpole,03070000,   5.1,   5.6,   5.1,   5.3,   2.6,   5.5,   9.2,   4.7,  13.1,   4.3,   2.8,   3.1,   5.5
Waltham,03080000,   8.8,   6.2,   8.6,   5.9,   4.4,   9.9,   7.2,   7.9,   7.3,   7.1,   3.4,   1.6,   6.6
Ware,03090000,   5.8,   7.1,   4.9,   2.7,   7.5,   5.2,   4.2,   3.0,  36.3,  13.9,  19.1,   4.9,  10.3
Wareham,03100000,  10.2,   7.4,  10.3,   5.8,  11.9,   4.8,  11.1,   5.5,  35.2,  11.4,   8.0,   6.2,  10.7
Watertown,03140000,   8.5,   9.5,   8.3,   6.8,   7.5,   6.4,   7.0,   5.6,  10.3,   4.5,   6.2,   6.4,   7.3
Wayland,03150000,   2.4,   3.0,   1.6,   1.7,   0.5,   3.6,   4.0,   6.3,   7.1,   1.9,   4.6,   1.5,   3.2
Webster,03160000,   6.1,   8.9,   8.0,   3.9,   7.5,   7.4,   7.4,   6.9,  30.3,  14.1,  10.6,   7.8,  10.0
Wellesley,03170000,   5.5,  10.1,   7.3,  10.6,   7.8,   8.9,   7.9,   7.1,  14.0,   6.6,   4.1,   3.0,   7.8
Wellfleet,03180000,   6.7,   0.0,  12.5,   6.7,   5.6,,,,,,,,   7.1
West Boylston,03220000,   9.8,   7.5,   6.7,   4.7,   7.7,   7.9,   4.6,   7.6,  38.0,   3.4,   4.3,   5.7,   9.1
West Bridgewater,03230000,   1.8,   6.5,   6.4,   2.3,   4.8,   0.0,   4.3,   2.6,  29.1,   6.1,   7.8,   3.8,   6.5
West Springfield,03320000,   4.7,   9.5,   5.2,   4.0,   6.6,   8.3,   7.5,   7.4,   9.7,   3.3,   3.9,   5.4,   6.3
Westborough,03210000,   9.4,   6.3,   5.2,   6.6,   8.1,   4.6,   6.2,   4.2,   9.3,   3.4,   6.7,   1.4,   5.9
Westfield,03250000,   5.4,   7.1,   4.5,   5.7,   7.9,   7.4,   6.7,   4.4,   9.1,   3.9,   4.7,   3.6,   5.8
Westford,03260000,   5.2,   4.1,   3.2,   4.4,   3.8,   3.9,   3.1,   4.4,   9.4,   3.9,   2.4,   1.0,   4.0
Westhampton,03270000,  25.0,   0.0,   8.3,  18.2,   0.0,   0.0,,,,,,,   6.3
Weston,03300000,   5.1,   1.6,   3.6,  10.1,   3.7,  15.4,   4.3,   4.8,  11.1,   4.4,   2.7,   3.1,   5.9
Westport,03310000,   6.7,   5.0,   3.7,   8.0,   2.8,   2.4,   2.3,   0.0,  31.7,  11.5,   4.3,   4.3,   7.1
Westwood,03350000,   5.3,   1.2,   3.2,   5.5,   2.5,   5.0,   8.2,   5.7,   6.8,   3.3,   1.6,   1.6,   4.2
Weymouth,03360000,   9.4,   6.1,   7.4,   7.0,   4.4,   7.9,   8.1,   4.9,  10.2,   3.9,   4.3,   2.6,   6.3
Whately,03370000,   0.0,   5.3,   0.0,   0.0,   0.0,   9.1,,,,,,,   2.2
Whitman-Hanson,07800000,   7.1,   4.8,   2.1,   5.7,   4.2,   3.3,   2.5,   6.2,  26.6,   3.8,   2.4,   1.8,   6.2
Whittier Regional Vocational Technical,08850000,,,,,,,,,,   3.3,   1.2,   2.4,   2.3
Williamsburg,03400000,   0.0,   7.7,   8.7,   0.0,   0.0,   0.0,,,,,,,   3.2
Wilmington,03420000,   4.0,   3.7,   4.7,   1.6,   5.2,   8.0,   8.1,   6.0,  52.2,   5.3,   2.1,   1.0,   9.0
Winchendon,03430000,   5.4,   2.5,   6.3,   9.7,   5.8,  12.8,   8.4,   6.9,  30.4,  16.7,   7.8,  13.5,  10.7
Winchester,03440000,   7.8,   6.6,   4.3,   4.3,   4.2,   7.0,   5.1,   6.4,  12.6,   3.2,   3.2,   1.5,   5.5
Winthrop,03460000,   7.2,   7.1,   5.8,   5.0,   4.9,   8.1,  14.6,   4.5,   9.9,   6.3,   4.7,   3.1,   6.8
Woburn,03470000,   8.6,   4.7,   8.0,   7.5,   3.8,   6.4,   6.2,   3.1,  15.3,   5.7,   5.1,   2.5,   6.5
Worcester,03480000,  10.0,   9.3,   7.9,   7.6,   8.6,   7.4,  11.1,   6.2,   6.6,   6.1,   6.5,   4.4,   7.6
Worthington,03490000,   0.0,  33.3,  16.7,  21.4,  22.2,  12.5,,,,,,,  17.0
Wrentham,03500000,   5.2,   4.9,   2.0,   5.1,   2.5,   5.8,,,,,,,   4.3